,# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
1483,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,767823,770414,-,,,,,,,SY84_03780,2592,,
1485,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,770732,771382,+,,,,,,,SY84_03785,651,,
1487,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,771427,771723,+,,,,cell division protein DivIVA,,,SY84_03790,297,,pseudo
1488,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,772239,773477,+,,,,,,,SY84_03795,1239,,
1490,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,773474,774436,+,,,,,,,SY84_03800,963,,
1492,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,774375,775073,-,,,,,,,SY84_03805,699,,
1494,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,775156,775359,-,,,,,,,SY84_03810,204,,
1496,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,775737,776510,+,,,,,,,SY84_03815,774,,
1498,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,776581,776964,-,,,,,,,SY84_03820,384,,
1500,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,777160,778431,+,,,,,,,SY84_03825,1272,,
1502,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,778489,779112,-,,,,,,,SY84_03830,624,,
1504,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,779214,779813,+,,,,,ruvA,,SY84_03835,600,,
1506,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,779890,780465,-,,,,,,,SY84_03840,576,,
1508,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,780518,780940,+,,,,,,,SY84_03845,423,,
1510,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,781046,782362,-,,,,,,,SY84_03850,1317,,
1512,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,782492,783373,+,,,,,,,SY84_03855,882,,
1514,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,783431,784219,+,,,,,,,SY84_03860,789,,
1516,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,784383,785066,+,,,,,,,SY84_03865,684,,
1518,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,785150,786745,+,,,,,,,SY84_03870,1596,,
1520,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,786873,787568,+,,,,,,,SY84_03875,696,,
1522,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,787565,789454,+,,,,,,,SY84_03880,1890,,
1524,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,789519,790808,-,,,,,,,SY84_03885,1290,,
1526,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,790932,792293,+,,,,,,,SY84_03890,1362,,
1528,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,792290,792718,+,,,,,,,SY84_03895,429,,
1530,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,792722,793738,+,,,,,,,SY84_03900,1017,,
1532,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,793817,795922,-,,,,,,,SY84_03905,2106,,
1534,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,795919,796260,-,,,,,,,SY84_03910,342,,
1536,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,796366,797541,-,,,,,,,SY84_03915,1176,,
1538,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,797892,798611,+,,,,,,,SY84_03920,720,,
1540,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,798706,799503,+,,,,,,,SY84_03925,798,,
1542,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,799511,800560,+,,,,,,,SY84_03930,1050,,
1544,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,800620,800946,-,,,,,,,SY84_03935,327,,
1546,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,801083,801553,+,,,,,,,SY84_03940,471,,
1548,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,801632,802003,+,,,,,,,SY84_03945,372,,
1550,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,802524,803621,+,,,,,,,SY84_03950,1098,,
1552,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,803805,804695,-,,,,,,,SY84_03955,891,,
1554,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,804710,805624,-,,,,,,,SY84_03960,915,,
1556,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,805702,806712,-,,,,,,,SY84_03965,1011,,
1558,gene,tRNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,806862,806938,+,,,,,,,SY84_03970,77,,
1560,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,807035,807538,+,,,,,,,SY84_03975,504,,
1562,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,807588,808289,-,,,,,,,SY84_03980,702,,
1564,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,808503,808907,-,,,,,,,SY84_03985,405,,
1566,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,808904,809866,-,,,,,,,SY84_03990,963,,
1568,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,809997,811016,-,,,,,,,SY84_03995,1020,,
1570,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,811088,811756,+,,,,,,,SY84_04000,669,,
1572,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,811766,813778,-,,,,,,,SY84_04005,2013,,
1574,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,813934,814665,+,,,,,,,SY84_04010,732,,
1576,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,814674,815630,+,,,,,,,SY84_04015,957,,
1578,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,815836,816483,-,,,,,,,SY84_04020,648,,
1580,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,816480,817067,-,,,,,,,SY84_04025,588,,
1582,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,817298,817915,+,,,,,,,SY84_04030,618,,
1584,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,818155,818928,+,,,,,,,SY84_04035,774,,
1586,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,818932,819420,-,,,,,,,SY84_04040,489,,
1588,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,819494,821971,-,,,,,,,SY84_04045,2478,,
1590,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,822008,822943,-,,,,,,,SY84_04050,936,,
1592,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,823024,823647,+,,,,,,,SY84_04055,624,,
1594,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,823692,824189,+,,,,,,,SY84_04060,498,,
1596,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,824360,824812,+,,,,,,,SY84_04065,453,,
1598,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,824875,825273,+,,,,,,,SY84_04070,399,,
1600,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,825437,826438,+,,,,,,,SY84_04075,1002,,
1602,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,826495,827499,-,,,,,,,SY84_04080,1005,,
1604,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,827597,828742,-,,,,,,,SY84_04085,1146,,
1606,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,828835,829620,-,,,,,,,SY84_04090,786,,
1608,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,829743,830375,-,,,,,,,SY84_04095,633,,
1610,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,830377,830877,-,,,,,,,SY84_04100,501,,
1612,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,830970,831974,-,,,,,,,SY84_04105,1005,,
1614,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,832066,832359,-,,,,,,,SY84_04110,294,,
1616,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,832524,834419,-,,,,,,,SY84_04115,1896,,
1618,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,834635,835354,+,,,,,,,SY84_04120,720,,
1620,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,835540,836580,-,,,,,,,SY84_04125,1041,,
1622,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,836792,837400,-,,,,,,,SY84_04130,609,,
1624,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,837421,837897,-,,,,,,,SY84_04135,477,,
1626,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,837952,839217,-,,,,,,,SY84_04140,1266,,
1628,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,839680,840522,-,,,,,,,SY84_04145,843,,
1630,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,840519,841214,-,,,,,,,SY84_04150,696,,
1632,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,841228,841740,-,,,,,,,SY84_04155,513,,
1634,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,841906,842907,+,,,,,,,SY84_04160,1002,,
1636,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,842989,843987,+,,,,,,,SY84_04165,999,,
1638,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,844031,844780,+,,,,,,,SY84_04170,750,,
1640,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,844830,845615,-,,,,,,,SY84_04175,786,,
1642,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,845782,846699,-,,,,,,,SY84_04180,918,,
1644,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,847026,847544,-,,,,,,,SY84_04185,519,,
1646,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,847615,848697,-,,,,,,,SY84_04190,1083,,
1648,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,848842,850836,-,,,,,,,SY84_04195,1995,,
1650,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,851001,851915,+,,,,,,,SY84_04200,915,,
1652,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,851982,852974,+,,,,,,,SY84_04205,993,,
1654,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,853191,853484,+,,,,,,,SY84_04210,294,,
1656,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,853510,854295,+,,,,,,,SY84_04215,786,,
1658,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,854464,856167,+,,,,,,,SY84_04220,1704,,
1660,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,856190,857143,-,,,,,,,SY84_04225,954,,
1662,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,857357,859024,-,,,,hypothetical protein,,,SY84_04230,1668,,pseudo
1663,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,859298,860092,+,,,,,,,SY84_04235,795,,
1665,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,860089,861180,+,,,,,,,SY84_04240,1092,,
1667,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,861281,861547,+,,,,,,,SY84_04245,267,,
1669,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,861680,861997,+,,,,,,,SY84_04250,318,,
1671,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,861994,864210,+,,,,,clpA,,SY84_04255,2217,,
1673,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,864287,864763,+,,,,,,,SY84_04260,477,,
1675,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,864831,865397,+,,,,,,,SY84_04265,567,,
1677,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,865452,866597,+,,,,,,,SY84_04270,1146,,
1679,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,866695,868293,+,,,,,,,SY84_04275,1599,,
1681,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,868329,868706,-,,,,,,,SY84_04280,378,,
1683,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,868746,869336,-,,,,,,,SY84_04285,591,,
1685,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,869407,869979,-,,,,,,,SY84_04290,573,,
1687,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,870089,871279,+,,,,,,,SY84_04295,1191,,
1689,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,871276,871911,+,,,,,,,SY84_04300,636,,
1691,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,871965,873149,-,,,,,,,SY84_04305,1185,,
1693,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,873327,874025,+,,,,,,,SY84_04310,699,,
1695,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,874030,874416,+,,,,,,,SY84_04315,387,,
1697,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,874413,875081,+,,,,,,,SY84_04320,669,,
1699,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,875236,875835,+,,,,,,,SY84_04325,600,,
1701,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,875913,876596,-,,,,,,,SY84_04330,684,,
1703,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,876618,877637,-,,,,,,,SY84_04335,1020,,
1705,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,877682,879397,-,,,,,,,SY84_04340,1716,,
1707,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,879488,881233,-,,,,hypothetical protein,,,SY84_04345,1746,,pseudo
1708,gene,tRNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,882431,882505,-,,,,,,,SY84_04350,75,,
1710,gene,tRNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,882513,882588,-,,,,,,,SY84_04355,76,,
1712,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,882725,884113,+,,,,,,,SY84_04360,1389,,
1714,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,884146,884967,+,,,,,,,SY84_04365,822,,
1716,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,885030,885815,+,,,,,,,SY84_04370,786,,
1718,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,885977,887665,+,,,,,,,SY84_04375,1689,,
1720,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,887742,887990,+,,,,,,,SY84_04380,249,,
1722,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,888157,888609,-,,,,,,,SY84_04385,453,,
1724,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,888606,889067,-,,,,,,,SY84_04390,462,,
1726,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,889322,891838,+,,,,,,,SY84_04395,2517,,
1728,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,892068,892442,+,,,,,,,SY84_04400,375,,
1730,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,892633,893466,+,,,,,,,SY84_04405,834,,
1732,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,893548,895122,-,,,,,,,SY84_04410,1575,,
1734,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,895220,896044,+,,,,,,,SY84_04415,825,,
1736,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,896304,896900,+,,,,,,,SY84_04420,597,,
1738,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,896943,897269,-,,,,,,,SY84_04425,327,,
1740,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,897335,898309,-,,,,,,,SY84_04430,975,,
1742,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,898398,898760,+,,,,,,,SY84_04435,363,,
1744,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,898847,899404,+,,,,,,,SY84_04440,558,,
1746,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,899471,900574,-,,,,,,,SY84_04445,1104,,
1748,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,900640,901032,+,,,,,,,SY84_04450,393,,
1750,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,901184,902218,-,,,,,,,SY84_04455,1035,,
1752,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,902280,903080,+,,,,,,,SY84_04460,801,,
1754,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,903068,904387,-,,,,,,,SY84_04465,1320,,
1756,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,904494,904976,-,,,,,,,SY84_04470,483,,
1758,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,905057,905902,-,,,,,,,SY84_04475,846,,
1760,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,905929,906180,-,,,,,,,SY84_04480,252,,
1762,gene,pseudogene,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,906490,909315,+,,,,nuclease,,,SY84_04485,2826,,pseudo
1763,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,910467,911477,-,,,,,,,SY84_04490,1011,,
1765,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,911540,912817,+,,,,,,,SY84_04495,1278,,
1767,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,912814,913938,+,,,,,,,SY84_04500,1125,,
1769,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,913950,914573,+,,,,,,,SY84_04505,624,,
1771,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,914641,915285,-,,,,,,,SY84_04510,645,,
1773,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,915376,916875,-,,,,,,,SY84_04515,1500,,
1775,gene,tRNA,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,917001,917076,+,,,,,,,SY84_04520,76,,
1777,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,917394,917828,-,,,,,,,SY84_04525,435,,
1779,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,917860,918915,+,,,,,,,SY84_04530,1056,,
1781,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,918983,919228,+,,,,,,,SY84_04535,246,,
1783,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,919225,920151,+,,,,,,,SY84_04540,927,,
1785,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,920255,920977,+,,,,,,,SY84_04545,723,,
1787,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,921054,921863,+,,,,,,,SY84_04550,810,,
1789,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,921990,922802,+,,,,,,,SY84_04555,813,,
1791,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,923089,924687,+,,,,,,,SY84_04560,1599,,
1793,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,924750,926438,-,,,,,,,SY84_04565,1689,,
1795,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,926634,927254,-,,,,,,,SY84_04570,621,,
1797,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,927342,927716,+,,,,,,,SY84_04575,375,,
1799,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,927752,928324,+,,,,,,,SY84_04580,573,,
1801,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,928382,928609,+,,,,,,,SY84_04585,228,,
1803,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,928652,929212,+,,,,,,,SY84_04590,561,,
1805,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,929285,930529,-,,,,,,,SY84_04595,1245,,
1807,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,930736,931545,-,,,,,,,SY84_04600,810,,
1809,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,931645,932070,-,,,,,,,SY84_04605,426,,
1811,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,932259,933041,+,,,,,,,SY84_04610,783,,
1813,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,933197,933724,-,,,,,,,SY84_04615,528,,
1815,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,933915,934634,+,,,,,,,SY84_04620,720,,
1817,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,934639,935628,+,,,,,,,SY84_04625,990,,
1819,gene,protein_coding,GCA_001007995.1,Primary Assembly,chromosome,,CP011389.1,935699,936379,+,,,,,,,SY84_04630,681,,
